code_insee_com,nom_com,RR_med,NBJRR5_med,NBJRR1_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med,niveau_vie_median_2021
11001,Aigues-Vives,30.5,2.0,4.0,1.0,9.6,17.5,11.2,4.5,3965.0,14346.5,19590
11002,Airoux,33.35,3.0,5.5,1.0,12.8,24.0,11.4,4.6,3605.0,15422.0,22660
11003,Ajac,48.2,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,20540
11004,Alaigne,48.2,3.0,7.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,18170
11005,Alairac,29.0,1.0,4.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,22790
11006,Albas,34.0,2.0,5.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,N/A - secret statistique
11007,Albières,61.2,4.0,8.0,2.0,7.6,19.55,10.5,2.9,3389.0,14179.0,15540
11008,Alet-les-Bains,50.35,3.0,7.0,1.0,8.2,19.4,10.6,3.3,3579.0,14012.0,19430
11009,Alzonne,50.45,3.0,8.0,1.0,9.7,18.7,11.4,4.7,3476.0,13610.0,19640
11010,Antugnac,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,20310
11011,Aragon,53.0,3.0,7.0,2.0,9.7,18.7,11.4,4.7,3476.0,13610.0,22650
11012,Argeliers,32.15,2.0,5.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5,20980
11013,Argens-Minervois,41.5,3.0,6.0,1.0,9.65,19.5,12.7,5.6,3965.0,14346.5,21000
11014,Armissan,31.8,2.0,5.0,1.0,10.1,18.6,12.1,5.3,NA,NA,22960
11015,Arques,61.2,4.0,8.0,2.0,7.6,19.55,10.5,2.9,3389.0,14179.0,14800
11016,Arquettes-en-Val,56.8,3.0,7.0,2.0,9.7,18.5,11.7,4.9,3389.0,14179.0,N/A - secret statistique
11017,Artigues,65.2,4.0,8.0,2.0,8.0,18.4,10.6,3.3,NA,NA,N/A - secret statistique
11018,Arzens,50.45,3.0,8.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,22370
11019,Aunat,73.6,5.0,9.0,2.0,4.5,14.0,8.5,2.7,NA,NA,N/A - secret statistique
11020,Auriac,53.7,3.0,7.0,2.0,7.8,16.3,10.5,4.1,3389.0,14179.0,N/A - secret statistique
11021,Axat,61.7,4.0,8.0,2.0,8.0,18.4,10.6,3.3,NA,NA,18930
11022,Azille,36.4,2.0,6.0,1.0,10.4,19.5,12.7,5.6,3965.0,14346.5,19630
11023,Badens,45.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,21020
11024,Bages,30.75,2.0,4.0,1.0,10.7,19.1,12.1,5.3,3965.0,14346.5,21520
11025,Bagnoles,46.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,21220
11026,Baraigne,33.35,3.0,5.5,1.0,12.8,24.0,11.4,4.6,3605.0,15422.0,22360
11027,Barbaira,39.55,2.5,6.0,1.0,9.7,18.5,11.7,4.9,3965.0,14346.5,19650
11028,Belcaire,69.65,5.0,9.0,2.0,4.5,14.0,8.5,2.7,3163.0,12945.0,19360
11029,Belcastel-et-Buc,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3389.0,14179.0,N/A - secret statistique
11030,Belflou,33.35,3.0,5.5,1.0,12.8,24.0,11.7,3.0,3556.0,13450.0,28730
11031,Belfort-sur-Rebenty,88.9,6.0,9.0,3.0,4.5,14.0,8.5,2.7,3579.0,14012.0,N/A - secret statistique
11032,Bellegarde-du-Razès,48.2,3.0,7.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,19290
11033,Belpech,49.3,2.0,2.0,2.0,7.85,18.1,11.9,3.3,3371.0,12963.0,20740
11034,Belvèze-du-Razès,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,19240
11035,Belvianes-et-Cavirac,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,NA,NA,18720
11036,Belvis,88.9,6.0,9.0,3.0,4.5,14.0,8.5,2.7,3579.0,14012.0,17430
11037,Berriac,45.8,3.0,7.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,17910
11038,Bessède-de-Sault,73.6,5.0,9.0,2.0,8.0,18.4,10.6,3.3,NA,NA,N/A - secret statistique
11039,Bezole,60.55,4.0,8.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,N/A - secret statistique
11040,Bizanet,37.5,2.0,5.0,1.0,10.7,19.1,12.1,5.3,3965.0,14346.5,21900
11041,Bize-Minervois,38.2,2.0,5.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5,20550
11042,Blomac,30.5,2.0,4.0,1.0,9.9,19.4,11.7,4.9,3965.0,14346.5,20100
11043,Bouilhonnac,45.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,24790
11044,Bouisse,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3389.0,14179.0,16980
11045,Bouriège,50.35,3.0,7.0,1.0,8.2,19.4,10.7,4.3,3579.0,14012.0,19150
11046,Bourigeole,60.55,4.0,8.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,N/A - secret statistique
11047,Bousquet,65.2,4.0,8.0,2.0,1.5,12.3,6.9,3.6,3137.0,12269.5,N/A - secret statistique
11048,Boutenac,37.5,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,21660
11049,Bram,49.75,3.0,8.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,20940
11051,Brézilhac,44.3,3.0,7.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,19800
11052,Brousses-et-Villaret,60.8,4.0,8.0,2.0,9.7,18.7,10.05,4.4,3476.0,13610.0,19310
11053,Brugairolles,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,20530
11054,Brunels,91.0,5.0,10.0,3.0,9.2,17.2,12.0,2.1,3031.0,12325.5,22730
11055,Bugarach,68.75,4.0,8.0,2.0,7.6,19.55,10.6,3.3,3389.0,14179.0,15230
11056,Cabrespine,48.9,3.0,6.0,2.0,9.6,17.5,11.2,4.5,3476.0,13610.0,18240
11057,Cahuzac,60.0,4.0,8.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11058,Cailhau,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,20940
11059,Cailhavel,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,21460
11060,Cailla,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,NA,NA,N/A - secret statistique
11061,Cambieure,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,21960
11062,Campagna-de-Sault,58.2,4.0,7.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0,N/A - secret statistique
11063,Campagne-sur-Aude,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,3579.0,14012.0,19030
11064,Camplong-d'Aude,41.35,3.0,6.0,1.0,9.9,19.4,11.8,5.6,3965.0,14346.5,18950
11065,Camps-sur-l'Agly,51.3,3.0,7.0,2.0,9.7,19.4,10.8,4.6,3389.0,14179.0,N/A - secret statistique
11066,Camurac,69.65,5.0,9.0,2.0,4.5,14.0,8.5,2.7,3163.0,12945.0,18550
11067,Canet,33.05,2.0,5.0,1.0,9.65,19.5,12.7,5.6,3965.0,14346.5,21930
11068,Capendu,39.55,2.5,6.0,1.0,9.7,18.5,11.7,4.9,3965.0,14346.5,18460
11069,Carcassonne,46.8,3.0,7.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,19240
11070,Carlipa,55.8,4.0,8.0,2.0,9.6,18.8,11.9,3.7,3652.0,14069.0,21870
11071,Cascastel-des-Corbières,34.0,2.0,5.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,19180
11072,Cassaigne,44.3,3.0,7.0,1.0,9.6,18.8,11.9,3.7,3652.0,14069.0,23820
11073,Cassaignes,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3389.0,14179.0,N/A - secret statistique
11074,Cassés,48.5,3.0,7.0,1.0,9.5,17.6,11.4,4.6,3605.0,15422.0,22810
11075,Castans,82.9,5.0,10.0,2.0,9.6,17.5,11.2,4.5,3575.0,13240.0,15910
11076,Castelnaudary,53.3,4.0,8.0,2.0,8.5,17.7,11.9,3.7,3652.0,14069.0,19700
11077,Castelnau-d'Aude,28.4,2.0,4.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20980
11078,Castelreng,60.55,4.0,8.0,2.0,8.2,19.4,10.7,4.3,3579.0,14012.0,20680
11079,Caudebronde,63.1,4.0,8.0,2.0,5.7,14.0,10.05,4.4,3476.0,13610.0,22290
11080,Val de Lambronne,54.4,4.0,7.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,18720
11081,Caunes-Minervois,48.9,3.0,6.0,2.0,9.6,17.5,11.2,4.5,3476.0,13610.0,19950
11082,Caunette-sur-Lauquet,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3389.0,14179.0,N/A - secret statistique
11083,Caunettes-en-Val,41.35,3.0,6.0,1.0,9.9,19.4,11.7,4.9,3389.0,14179.0,N/A - secret statistique
11084,Caux-et-Sauzens,46.8,3.0,7.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,21620
11085,Cavanac,29.0,1.0,4.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,22720
11086,Caves,22.9,1.0,4.0,1.0,17.5,25.2,12.5,6.5,4055.0,14416.0,21390
11087,Cazalrenoux,51.0,3.0,8.0,1.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11088,Cazilhac,46.8,3.0,7.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,24670
11089,Cenne-Monestiés,55.8,4.0,8.0,2.0,9.7,18.7,12.0,2.1,3031.0,12325.5,20060
11090,Cépie,48.5,3.0,7.0,1.0,8.2,19.4,11.4,4.7,3476.0,13610.0,21520
11091,Chalabre,54.4,4.0,7.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,18360
11092,Citou,82.9,5.0,10.0,2.0,9.6,17.5,11.2,4.5,3965.0,14346.5,13230
11093,Clat,65.2,4.0,8.0,2.0,8.0,18.4,10.6,3.3,NA,NA,N/A - secret statistique
11094,Clermont-sur-Lauquet,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3389.0,14179.0,N/A - secret statistique
11095,Comigne,41.35,3.0,6.0,1.0,9.9,19.4,11.7,4.9,3965.0,14346.5,22100
11096,Comus,56.6,3.0,11.0,1.0,4.5,14.0,8.5,2.7,3163.0,12945.0,N/A - secret statistique
11098,Conilhac-Corbières,33.65,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20410
11099,Conques-sur-Orbiel,46.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,21440
11100,Corbières,54.4,4.0,7.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,N/A - secret statistique
11101,Coudons,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,3579.0,14012.0,N/A - secret statistique
11102,Couffoulens,29.0,1.0,4.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,21510
11103,Couiza,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,18500
11104,Counozouls,65.2,4.0,8.0,2.0,6.9,16.15,6.9,3.6,3137.0,12269.5,N/A - secret statistique
11105,Cournanel,50.35,3.0,7.0,1.0,8.2,19.4,10.6,3.3,3579.0,14012.0,21970
11106,Coursan,26.55,2.0,4.0,1.0,10.1,18.6,12.1,5.3,NA,NA,20550
11107,Courtauly,60.55,4.0,8.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,N/A - secret statistique
11108,Courtète,40.0,3.0,6.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,N/A - secret statistique
11109,Coustaussa,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3389.0,14179.0,N/A - secret statistique
11110,Coustouge,36.25,2.0,6.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,18270
11111,Cruscades,37.5,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20190
11112,Cubières-sur-Cinoble,42.4,3.0,6.0,1.0,9.7,19.4,10.8,4.6,3389.0,14179.0,N/A - secret statistique
11113,Cucugnan,39.4,2.0,6.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5,21360
11114,Cumiès,55.15,4.0,7.0,2.0,12.8,24.0,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11115,Cuxac-Cabardès,78.05,5.5,9.0,2.5,5.7,14.0,10.05,4.4,3031.0,12325.5,19820
11116,Cuxac-d'Aude,30.75,2.0,4.0,1.0,10.1,18.6,12.1,5.3,NA,NA,20520
11117,Davejean,34.4,2.0,6.0,1.0,7.8,16.3,10.5,4.1,3389.0,14179.0,13460
11118,Dernacueillette,48.8,3.0,7.0,1.0,7.8,16.3,10.5,4.1,3389.0,14179.0,N/A - secret statistique
11119,Digne-d'Amont,48.2,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,22620
11120,Digne-d'Aval,48.2,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,22620
11121,Donazac,48.2,3.0,7.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,N/A - secret statistique
11122,Douzens,41.35,3.0,6.0,1.0,9.9,19.4,11.8,5.6,3965.0,14346.5,20150
11123,Duilhac-sous-Peyrepertuse,48.8,3.0,7.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5,15780
11124,Durban-Corbières,33.8,2.0,5.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,19750
11125,Embres-et-Castelmaure,33.4,2.0,5.0,1.0,9.9,19.8,11.5,3.5,4099.0,14633.5,17330
11126,Escales,33.65,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,19490
11127,Escouloubre,54.55,4.0,8.0,1.0,1.5,12.3,6.9,3.6,4173.0,15741.0,N/A - secret statistique
11128,Escueillens-et-Saint-Just-de-Bélengard,60.55,4.0,8.0,2.0,9.0,17.4,11.75,3.6,3579.0,14012.0,18630
11129,Espéraza,49.9,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,17820
11130,Espezel,88.9,6.0,9.0,3.0,4.5,14.0,8.5,2.7,3579.0,14012.0,18040
11131,Val-du-Faby,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,3579.0,14012.0,17010
11132,Fabrezan,36.25,2.0,6.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20810
11133,Fajac-en-Val,39.55,2.5,6.0,1.0,9.7,18.5,11.7,4.9,3389.0,14179.0,N/A - secret statistique
11134,Fajac-la-Relenque,55.15,4.0,7.0,2.0,7.85,18.1,11.9,3.3,3371.0,12963.0,N/A - secret statistique
11135,Fajolle,69.65,5.0,9.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0,N/A - secret statistique
11136,Fanjeaux,44.3,3.0,7.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,19610
11137,Félines-Termenès,34.4,2.0,6.0,1.0,7.8,16.3,10.5,4.1,3389.0,14179.0,13820
11138,Fendeille,49.75,3.0,7.0,1.0,8.5,17.7,11.9,3.7,3652.0,14069.0,22910
11139,Fenouillet-du-Razès,44.3,3.0,7.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,N/A - secret statistique
11140,Ferrals-les-Corbières,37.5,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20570
11141,Ferran,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,26110
11142,Festes-et-Saint-André,60.55,4.0,8.0,2.0,8.3,16.4,10.7,4.3,3579.0,14012.0,15210
11143,Feuilla,33.4,2.0,5.0,1.0,17.5,25.2,11.5,3.5,4055.0,14416.0,16510
11144,Fitou,22.9,1.0,4.0,1.0,17.5,25.2,12.5,6.5,4055.0,14416.0,20530
11145,Fleury,31.8,2.0,5.0,1.0,9.5,19.5,11.8,4.0,4299.0,14539.5,21060
11146,Floure,39.55,2.5,6.0,1.0,9.7,18.5,11.7,4.9,3476.0,13610.0,19470
11147,Fontanès-de-Sault,58.2,4.0,7.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0,N/A - secret statistique
11148,Fontcouverte,33.65,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,21070
11149,Fonters-du-Razès,60.0,4.0,8.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11150,Fontiers-Cabardès,78.05,5.5,9.0,2.5,5.7,14.0,10.05,4.4,3031.0,12325.5,20030
11151,Fontiès-d'Aude,45.8,3.0,7.0,1.0,9.7,18.5,11.7,4.9,3476.0,13610.0,20990
11152,Fontjoncouse,36.25,2.0,6.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,18290
11153,Force,44.3,3.0,7.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,21240
11154,Fournes-Cabardès,94.15,5.5,10.0,3.0,9.6,17.5,11.2,4.5,3476.0,13610.0,N/A - secret statistique
11155,Fourtou,61.2,4.0,8.0,2.0,7.6,19.55,10.8,4.6,3389.0,14179.0,N/A - secret statistique
11156,Fraisse-Cabardès,60.8,4.0,8.0,2.0,9.7,18.7,10.05,4.4,3476.0,13610.0,20650
11157,Fraissé-des-Corbières,33.4,2.0,5.0,1.0,9.9,19.8,11.5,3.5,4099.0,14633.5,16940
11158,Gaja-et-Villedieu,48.5,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,21180
11159,Gaja-la-Selve,60.0,4.0,8.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,18280
11160,Galinagues,58.2,4.0,7.0,2.0,4.5,14.0,8.5,2.7,NA,NA,N/A - secret statistique
11161,Gardie,48.5,3.0,7.0,1.0,8.2,19.4,10.5,2.9,3476.0,13610.0,20130
11162,Generville,60.0,4.0,8.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11163,Gincla,61.7,4.0,8.0,2.0,6.9,16.15,10.8,4.6,3137.0,12269.5,N/A - secret statistique
11164,Ginestas,32.15,2.0,5.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5,21930
11165,Ginoles,57.0,4.0,8.0,2.0,8.0,18.4,10.6,3.3,3579.0,14012.0,24170
11166,Gourvieille,33.35,3.0,5.5,1.0,12.8,24.0,11.7,3.0,3556.0,13450.0,N/A - secret statistique
11167,Gramazie,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,20110
11168,Granès,49.9,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,18930
11169,Greffeil,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3476.0,13610.0,N/A - secret statistique
11170,Gruissan,24.5,2.0,4.0,1.0,13.15,20.8,12.1,5.3,NA,NA,21140
11172,Homps,28.4,2.0,4.0,1.0,9.65,19.5,12.7,5.6,3965.0,14346.5,17700
11173,Hounoux,40.0,3.0,6.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,17130
11174,Ilhes,63.1,4.0,8.0,2.0,5.7,14.0,10.05,4.4,3476.0,13610.0,N/A - secret statistique
11175,Issel,65.2,4.0,8.0,2.0,9.2,17.2,11.9,3.7,3652.0,14069.0,21860
11176,Jonquières,34.0,2.0,5.0,1.0,9.9,19.8,11.5,3.5,3965.0,14346.5,N/A - secret statistique
11177,Joucou,73.6,5.0,9.0,2.0,4.5,14.0,8.5,2.7,NA,NA,N/A - secret statistique
11178,Labastide-d'Anjou,33.35,3.0,5.5,1.0,12.8,24.0,11.4,4.6,3605.0,15422.0,22110
11179,Labastide-en-Val,63.85,4.0,8.0,2.0,9.7,18.5,11.7,4.9,3389.0,14179.0,N/A - secret statistique
11180,Labastide-Esparbairenque,94.15,5.5,10.0,3.0,9.6,17.5,11.2,4.5,3476.0,13610.0,N/A - secret statistique
11181,Labécède-Lauragais,65.2,4.0,8.0,2.0,9.2,17.2,11.9,3.7,3652.0,14069.0,21730
11182,Lacombe,78.05,5.5,9.0,2.5,5.7,14.0,10.05,4.4,3031.0,12325.5,19740
11183,Ladern-sur-Lauquet,68.0,5.0,9.0,2.0,6.9,15.95,10.5,2.9,3476.0,13610.0,22170
11184,Lafage,60.0,4.0,8.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11185,Lagrasse,41.35,3.0,6.0,1.0,9.9,19.4,11.7,4.9,3965.0,14346.5,18810
11186,Lairière,58.3,3.0,8.0,2.0,7.8,16.3,10.5,4.1,3389.0,14179.0,N/A - secret statistique
11187,Lanet,53.7,3.0,7.0,2.0,7.8,16.3,10.5,4.1,3389.0,14179.0,N/A - secret statistique
11188,Palme,24.5,2.0,4.0,1.0,17.5,25.2,12.5,6.5,4055.0,14416.0,21890
11189,Laprade,126.7,7.0,11.0,4.0,5.7,14.0,10.05,4.4,3031.0,12325.5,N/A - secret statistique
11190,Redorte,36.4,2.0,6.0,1.0,10.4,19.5,11.8,5.6,3965.0,14346.5,19520
11191,Laroque-de-Fa,53.7,3.0,7.0,2.0,7.8,16.3,10.5,4.1,3389.0,14179.0,15170
11192,Lasbordes,55.8,4.0,8.0,2.0,9.6,18.8,11.9,3.7,3652.0,14069.0,21500
11193,Lasserre-de-Prouille,44.3,3.0,7.0,1.0,9.6,18.8,11.75,3.6,3579.0,14012.0,20820
11194,Lastours,63.1,4.0,8.0,2.0,9.6,17.5,11.2,4.5,3476.0,13610.0,19040
11195,Laurabuc,49.75,3.0,7.0,1.0,8.5,17.7,11.9,3.7,3652.0,14069.0,21570
11196,Laurac,49.75,3.0,7.0,1.0,8.5,17.7,11.9,3.7,3652.0,14069.0,20840
11197,Lauraguel,48.2,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,20430
11198,Laure-Minervois,48.9,3.0,6.0,2.0,9.6,17.5,11.2,4.5,3476.0,13610.0,19840
11199,Lavalette,29.0,1.0,4.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,22290
11200,Lespinassière,82.9,5.0,10.0,2.0,9.6,17.5,11.2,4.5,3575.0,13240.0,15320
11201,Leuc,29.0,1.0,4.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,23830
11202,Leucate,22.9,1.0,4.0,1.0,17.5,25.2,12.5,6.5,4055.0,14416.0,21620
11203,Lézignan-Corbières,33.65,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,19390
11204,Lignairolles,60.55,4.0,8.0,2.0,9.0,17.4,11.75,3.6,3579.0,14012.0,N/A - secret statistique
11205,Limousis,46.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,21400
11206,Limoux,48.5,3.0,7.0,1.0,8.2,19.4,10.6,3.3,3579.0,14012.0,19790
11207,Loupia,48.2,3.0,7.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,20480
11208,Louvière-Lauragais,55.15,4.0,7.0,2.0,12.8,24.0,11.9,3.3,3371.0,12963.0,N/A - secret statistique
11209,Luc-sur-Aude,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,19590
11210,Luc-sur-Orbieu,37.5,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20630
11211,Magrie,50.35,3.0,7.0,1.0,8.2,19.4,10.6,3.3,3579.0,14012.0,21150
11212,Mailhac,33.05,2.0,5.0,1.0,9.65,19.5,12.7,3.9,3965.0,14346.5,19200
11213,Maisons,47.5,3.0,7.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5,N/A - secret statistique
11214,Malras,48.2,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,24050
11215,Malves-en-Minervois,46.8,3.0,7.0,1.0,9.6,17.5,11.2,4.5,3476.0,13610.0,23170
11216,Malviès,48.5,3.0,7.0,1.0,8.2,19.4,11.75,3.6,3579.0,14012.0,23580
11217,Marcorignan,32.15,2.0,5.0,1.0,10.2,20.5,12.1,5.3,3965.0,14346.5,22020
11218,Marquein,55.15,4.0,7.0,2.0,12.8,24.0,11.9,3.3,3371.0,12963.0,N/A - secret statistique
11219,Marsa,73.6,5.0,9.0,2.0,8.0,18.4,10.6,3.3,NA,NA,N/A - secret statistique
11220,Marseillette,30.5,2.0,4.0,1.0,9.7,18.5,11.7,4.9,3965.0,14346.5,20640
11221,Martys,126.7,7.0,11.0,4.0,5.7,14.0,10.05,4.4,3031.0,12325.5,20170
11222,Mas-Cabardès,63.1,4.0,8.0,2.0,5.7,14.0,10.05,4.4,3476.0,13610.0,19760
11223,Mas-des-Cours,39.55,2.5,6.0,1.0,9.7,18.5,11.7,4.9,3476.0,13610.0,N/A - secret statistique
11224,Massac,48.8,3.0,7.0,1.0,7.8,16.3,10.5,4.1,3389.0,14179.0,N/A - secret statistique
11225,Mas-Saintes-Puelles,49.75,3.0,7.0,1.0,8.5,17.7,11.9,3.7,3652.0,14069.0,22130
11226,Mayreville,49.3,2.0,2.0,2.0,11.1,23.8,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11227,Mayronnes,58.3,3.0,8.0,2.0,9.7,18.5,11.7,4.9,3389.0,14179.0,N/A - secret statistique
11228,Mazerolles-du-Razès,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,19740
11229,Mazuby,58.2,4.0,7.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0,N/A - secret statistique
11230,Mérial,69.65,5.0,9.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0,N/A - secret statistique
11231,Mézerville,55.15,4.0,7.0,2.0,12.8,24.0,11.9,3.3,3371.0,12963.0,N/A - secret statistique
11232,Miraval-Cabardès,63.1,4.0,8.0,2.0,5.7,14.0,10.05,4.4,3476.0,13610.0,N/A - secret statistique
11233,Mirepeisset,32.15,2.0,5.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5,21260
11234,Mireval-Lauragais,49.75,3.0,7.0,1.0,8.5,17.7,11.9,3.7,3652.0,14069.0,23500
11235,Missègre,61.2,4.0,8.0,2.0,6.9,15.95,10.5,2.9,3389.0,14179.0,N/A - secret statistique
11236,Molandier,48.5,3.0,7.0,1.0,7.85,18.1,11.9,3.3,3371.0,12963.0,23870
11238,Molleville,33.35,3.0,5.5,1.0,12.8,24.0,11.9,3.7,3652.0,14069.0,21800
11239,Montauriol,49.3,2.0,2.0,2.0,12.8,24.0,11.9,3.7,3652.0,14069.0,N/A - secret statistique
11240,Montazels,50.35,3.0,7.0,1.0,8.0,18.4,10.6,3.3,3579.0,14012.0,21150
11241,Montbrun-des-Corbières,33.65,2.0,5.0,1.0,10.3,19.6,11.8,5.6,3965.0,14346.5,20910
11242,Montclar,48.5,3.0,7.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0,21260
11243,Montferrand,33.35,3.0,5.5,1.0,12.8,24.0,11.4,4.6,3605.0,15422.0,24780
11244,Montfort-sur-Boulzane,61.7,4.0,8.0,2.0,6.9,16.15,10.25,1.8,3137.0,12269.5,N/A - secret statistique
11245,Montgaillard,47.5,3.0,7.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5,N/A - secret statistique
11246,Montgradail,40.0,3.0,6.0,1.0,9.0,17.4,11.75,3.6,3579.0,14012.0,N/A - secret statistique
